Unnamed: 0;2021
&nbspLPA;-0.11
&nbspP/L;-81.98
&nbspVPA;4.59
&nbspP/VP;1.97
&nbspP/EBIT;43.99
&nbspP/EBITDA;11.52
&nbspP/Ativos;0.95
&nbspEbitda;157
&nbspMarg. Ebitda;25%
&nbspPSR;2.83
&nbspROE;-2%
&nbspROA;-1%
&nbspROIC;4%
&nbspEV/EBIT;43.48
&nbspEV/EBITDA;11.39
&nbspDiv. Yield;0,00%
&nbspDiv. Payout;0%
&nbspBeta;0.57
&nbspValorização;-19%
&nbspNegócios/dia;2414
&nbspVolume diário;12
