Unnamed: 0;2020;2021
&nbspLPA;0.28;0.33
&nbspP/L;27.57;18.63
&nbspVPA;5.76;5.78
&nbspP/VP;1.33;1.07
&nbspP/EBIT;29.08;20.08
&nbspP/EBITDA;27.76;19.92
&nbspP/Ativos;0.89;0.70
&nbspEbitda;58;65
&nbspMarg. Ebitda;10%;11%
&nbspPSR;2.75;2.10
&nbspROE;5%;6%
&nbspROA;3%;4%
&nbspROIC;5%;6%
&nbspEV/EBIT;13.12;11.18
&nbspEV/EBITDA;12.52;11.09
&nbspDiv. Yield;0,00%;0,00%
&nbspDiv. Payout;71%;59%
&nbspBeta;0.41;0.59
&nbspValorização;-8%;-21%
&nbspNegócios/dia;1363;1960
&nbspVolume diário;5;5
