Unnamed: 0;2020;2021
&nbspLPA;-0.87;-1.07
&nbspP/L;-10.66;-7.83
&nbspVPA;3.54;3.21
&nbspP/VP;2.63;2.62
&nbspP/EBIT;200.23;-58.13
&nbspP/EBITDA;0.00;-28.41
&nbspP/Ativos;0.67;0.60
&nbspEbitda;0;-57
&nbspMarg. Ebitda;0%;-10%
&nbspPSR;2.78;2.85
&nbspROE;-25%;-33%
&nbspROA;-6%;-8%
&nbspROIC;0%;-1%
&nbspEV/EBIT;336.54;-107.98
&nbspEV/EBITDA;0.00;-52.76
&nbspDiv. Yield;0,00%;0,00%
&nbspDiv. Payout;0%;0%
&nbspBeta;0.19;0.15
&nbspValorização;-3%;-10%
&nbspNegócios/dia;271;129
&nbspVolume diário;1;0
