Unnamed: 0;2020;2021
&nbspLPA;0.00;-0.04
&nbspP/L;0.00;-244.91
&nbspVPA;16.52;16.34
&nbspP/VP;0.77;0.59
&nbspP/EBIT;92.38;0.00
&nbspP/EBITDA;7.74;4.99
&nbspP/Ativos;0.44;0.34
&nbspEbitda;84;98
&nbspMarg. Ebitda;8%;10%
&nbspPSR;0.64;0.50
&nbspROE;0%;0%
&nbspROA;0%;0%
&nbspROIC;1%;0%
&nbspEV/EBIT;60.13;0.00
&nbspEV/EBITDA;5.03;4.56
&nbspDiv. Yield;0,00%;0,00%
&nbspDiv. Payout;0%;0%
&nbspBeta;0.65;0.51
&nbspValorização;-18%;-26%
&nbspNegócios/dia;1294;793
&nbspVolume diário;7;3
