Unnamed: 0;2021
&nbspLPA;0.23
&nbspP/L;70.52
&nbspVPA;0.81
&nbspP/VP;20.39
&nbspP/EBIT;41.22
&nbspP/EBITDA;32.78
&nbspP/Ativos;4.90
&nbspEbitda;179
&nbspMarg. Ebitda;23%
&nbspPSR;7.65
&nbspROE;29%
&nbspROA;7%
&nbspROIC;16%
&nbspEV/EBIT;42.14
&nbspEV/EBITDA;33.51
&nbspDiv. Yield;0,00%
&nbspDiv. Payout;31%
&nbspBeta;0.27
&nbspValorização;-5%
&nbspNegócios/dia;1950
&nbspVolume diário;15
