Unnamed: 0;2021
&nbspLPA;0.60
&nbspP/L;22.05
&nbspVPA;3.35
&nbspP/VP;3.92
&nbspP/EBIT;19.22
&nbspP/EBITDA;19.15
&nbspP/Ativos;3.63
&nbspEbitda;2057
&nbspMarg. Ebitda;0%
&nbspPSR;0.00
&nbspROE;18%
&nbspROA;16%
&nbspROIC;20%
&nbspEV/EBIT;19.44
&nbspEV/EBITDA;19.36
&nbspDiv. Yield;0,00%
&nbspDiv. Payout;121%
&nbspBeta;0.61
&nbspValorização;36%
&nbspNegócios/dia;13004
&nbspVolume diário;68
