Unnamed: 0;2020;2021
&nbspLPA;-0.05;-0.18
&nbspP/L;-168.60;-56.64
&nbspVPA;5.81;5.78
&nbspP/VP;1.50;1.77
&nbspP/EBIT;-84.30;-26.43
&nbspP/EBITDA;19.82;34.34
&nbspP/Ativos;1.00;1.18
&nbspEbitda;17;12
&nbspMarg. Ebitda;7%;5%
&nbspPSR;1.39;1.59
&nbspROE;-1%;-3%
&nbspROA;-1%;-2%
&nbspROIC;-2%;-6%
&nbspEV/EBIT;-88.43;-25.97
&nbspEV/EBITDA;20.79;33.74
&nbspDiv. Yield;0,00%;0,00%
&nbspDiv. Payout;0%;0%
&nbspBeta;0.67;0.75
&nbspValorização;-35%;16%
&nbspNegócios/dia;792;837
&nbspVolume diário;3;2
