Unnamed: 0;2021
&nbspLPA;0.46
&nbspP/L;33.32
&nbspVPA;0.95
&nbspP/VP;16.19
&nbspP/EBIT;22.07
&nbspP/EBITDA;21.60
&nbspP/Ativos;3.79
&nbspEbitda;79
&nbspMarg. Ebitda;17%
&nbspPSR;3.74
&nbspROE;49%
&nbspROA;11%
&nbspROIC;23%
&nbspEV/EBIT;23.13
&nbspEV/EBITDA;22.64
&nbspDiv. Yield;0,00%
&nbspDiv. Payout;4%
&nbspBeta;-1.21
&nbspValorização;55%
&nbspNegócios/dia;3231
&nbspVolume diário;17
