Unnamed: 0;2021
&nbspLPA;0.41
&nbspP/L;46.82
&nbspVPA;2.65
&nbspP/VP;7.28
&nbspP/EBIT;51.45
&nbspP/EBITDA;28.75
&nbspP/Ativos;2.87
&nbspEbitda;163
&nbspMarg. Ebitda;30%
&nbspPSR;8.54
&nbspROE;16%
&nbspROA;6%
&nbspROIC;7%
&nbspEV/EBIT;53.66
&nbspEV/EBITDA;29.99
&nbspDiv. Yield;0,31%
&nbspDiv. Payout;7%
&nbspBeta;0.61
&nbspValorização;7%
&nbspNegócios/dia;4227
&nbspVolume diário;30
