Unnamed: 0;2021
&nbspLPA;-0.10
&nbspP/L;-268.20
&nbspVPA;0.56
&nbspP/VP;47.89
&nbspP/EBIT;-268.20
&nbspP/EBITDA;-240.02
&nbspP/Ativos;28.53
&nbspEbitda;-6
&nbspMarg. Ebitda;-12%
&nbspPSR;29.15
&nbspROE;-18%
&nbspROA;-11%
&nbspROIC;-250%
&nbspEV/EBIT;-254.47
&nbspEV/EBITDA;-227.73
&nbspDiv. Yield;0,00%
&nbspDiv. Payout;0%
&nbspBeta;-0.28
&nbspValorização;39%
&nbspNegócios/dia;1185
&nbspVolume diário;8
