Unnamed: 0;2021
&nbspLPA;-0.02
&nbspP/L;-487.17
&nbspVPA;3.68
&nbspP/VP;2.42
&nbspP/EBIT;-42.36
&nbspP/EBITDA;-40.69
&nbspP/Ativos;1.84
&nbspEbitda;-24
&nbspMarg. Ebitda;-9%
&nbspPSR;3.58
&nbspROE;0%
&nbspROA;0%
&nbspROIC;-23%
&nbspEV/EBIT;-27.01
&nbspEV/EBITDA;-25.95
&nbspDiv. Yield;0,00%
&nbspDiv. Payout;0%
&nbspBeta;0.27
&nbspValorização;-32%
&nbspNegócios/dia;2965
&nbspVolume diário;13
