Unnamed: 0;2020;2021
&nbspLPA;0.22;0.30
&nbspP/L;41.27;38.18
&nbspVPA;4.37;4.45
&nbspP/VP;2.06;2.53
&nbspP/EBIT;12.39;14.09
&nbspP/EBITDA;6.99;7.48
&nbspP/Ativos;0.70;0.87
&nbspEbitda;572;669
&nbspMarg. Ebitda;8%;10%
&nbspPSR;0.58;0.72
&nbspROE;5%;7%
&nbspROA;2%;2%
&nbspROIC;8%;9%
&nbspEV/EBIT;16.60;15.24
&nbspEV/EBITDA;9.37;8.09
&nbspDiv. Yield;0,00%;0,00%
&nbspDiv. Payout;0%;0%
&nbspBeta;0.42;0.35
&nbspValorização;-12%;24%
&nbspNegócios/dia;2415;3090
&nbspVolume diário;9;10
