Unnamed: 0;2021
&nbspLPA;-0.31
&nbspP/L;-63.12
&nbspVPA;3.39
&nbspP/VP;5.79
&nbspP/EBIT;19.14
&nbspP/EBITDA;9.60
&nbspP/Ativos;2.19
&nbspEbitda;487
&nbspMarg. Ebitda;58%
&nbspPSR;5.59
&nbspROE;-9%
&nbspROA;-3%
&nbspROIC;13%
&nbspEV/EBIT;22.45
&nbspEV/EBITDA;11.25
&nbspDiv. Yield;0,00%
&nbspDiv. Payout;0%
&nbspBeta;0.31
&nbspValorização;33%
&nbspNegócios/dia;2170
&nbspVolume diário;12
