Unnamed: 0;2021
&nbspLPA;0.96
&nbspP/L;59.83
&nbspVPA;6.27
&nbspP/VP;9.13
&nbspP/EBIT;30.91
&nbspP/EBITDA;18.15
&nbspP/Ativos;2.76
&nbspEbitda;719
&nbspMarg. Ebitda;41%
&nbspPSR;7.50
&nbspROE;15%
&nbspROA;5%
&nbspROIC;12%
&nbspEV/EBIT;34.39
&nbspEV/EBITDA;20.19
&nbspDiv. Yield;0,00%
&nbspDiv. Payout;73%
&nbspBeta;0.09
&nbspValorização;120%
&nbspNegócios/dia;2722
&nbspVolume diário;27
