Unnamed: 0;2020;2021
&nbspLPA;0.56;0.62
&nbspP/L;16.44;13.46
&nbspVPA;6.06;6.14
&nbspP/VP;1.52;1.36
&nbspP/EBIT;16.44;14.09
&nbspP/EBITDA;16.54;14.08
&nbspP/Ativos;1.17;1.06
&nbspEbitda;119;127
&nbspMarg. Ebitda;33%;31%
&nbspPSR;5.49;4.40
&nbspROE;9%;10%
&nbspROA;7%;8%
&nbspROIC;16%;15%
&nbspEV/EBIT;8.14;7.95
&nbspEV/EBITDA;8.19;7.94
&nbspDiv. Yield;0,00%;1,20%
&nbspDiv. Payout;18%;23%
&nbspBeta;0.51;0.57
&nbspValorização;2%;-8%
&nbspNegócios/dia;3298;4127
&nbspVolume diário;15;11
