Unnamed: 0;2021
&nbspLPA;0.42
&nbspP/L;45.02
&nbspVPA;5.24
&nbspP/VP;3.60
&nbspP/EBIT;45.02
&nbspP/EBITDA;41.27
&nbspP/Ativos;3.29
&nbspEbitda;58
&nbspMarg. Ebitda;24%
&nbspPSR;9.98
&nbspROE;8%
&nbspROA;7%
&nbspROIC;39%
&nbspEV/EBIT;35.98
&nbspEV/EBITDA;32.98
&nbspDiv. Yield;0,00%
&nbspDiv. Payout;36%
&nbspBeta;1.27
&nbspValorização;-5%
&nbspNegócios/dia;6251
&nbspVolume diário;57
