Unnamed: 0;2020;2021
&nbspLPA;0.65;0.79
&nbspP/L;11.76;8.01
&nbspVPA;1.13;1.37
&nbspP/VP;6.75;4.60
&nbspP/EBIT;10.35;7.12
&nbspP/EBITDA;10.29;7.27
&nbspP/Ativos;1.62;1.10
&nbspEbitda;151;177
&nbspMarg. Ebitda;17%;17%
&nbspPSR;1.72;1.27
&nbspROE;57%;58%
&nbspROA;14%;14%
&nbspROIC;21%;22%
&nbspEV/EBIT;9.52;7.81
&nbspEV/EBITDA;9.47;7.98
&nbspDiv. Yield;0,00%;3,17%
&nbspDiv. Payout;0%;0%
&nbspBeta;0.39;0.55
&nbspValorização;-19%;-13%
&nbspNegócios/dia;1621;2039
&nbspVolume diário;8;6
