Unnamed: 0;2021
&nbspLPA;1.77
&nbspP/L;27.31
&nbspVPA;1.75
&nbspP/VP;27.67
&nbspP/EBIT;19.03
&nbspP/EBITDA;18.24
&nbspP/Ativos;5.93
&nbspEbitda;464
&nbspMarg. Ebitda;36%
&nbspPSR;6.57
&nbspROE;101%
&nbspROA;22%
&nbspROIC;41%
&nbspEV/EBIT;20.25
&nbspEV/EBITDA;19.41
&nbspDiv. Yield;0,00%
&nbspDiv. Payout;107%
&nbspBeta;0.89
&nbspValorização;20%
&nbspNegócios/dia;1354
&nbspVolume diário;16
