Unnamed: 0;2021
&nbspLPA;1.07
&nbspP/L;8.66
&nbspVPA;2.37
&nbspP/VP;3.92
&nbspP/EBIT;5.68
&nbspP/EBITDA;4.92
&nbspP/Ativos;2.38
&nbspEbitda;10551
&nbspMarg. Ebitda;60%
&nbspPSR;2.95
&nbspROE;45%
&nbspROA;27%
&nbspROIC;61%
&nbspEV/EBIT;5.28
&nbspEV/EBITDA;4.58
&nbspDiv. Yield;0,00%
&nbspDiv. Payout;64%
&nbspBeta;0.00
&nbspValorização;9%
&nbspNegócios/dia;11149
&nbspVolume diário;87
