Unnamed: 0;2020;2021
&nbspLPA;0.07;-0.01
&nbspP/L;321.97;-3541.13
&nbspVPA;3.23;3.12
&nbspP/VP;7.05;8.92
&nbspP/EBIT;64.39;86.37
&nbspP/EBITDA;25.53;25.66
&nbspP/Ativos;2.11;2.20
&nbspEbitda;113;138
&nbspMarg. Ebitda;11%;12%
&nbspPSR;2.90;3.06
&nbspROE;2%;0%
&nbspROA;1%;0%
&nbspROIC;5%;3%
&nbspEV/EBIT;79.76;95.49
&nbspEV/EBITDA;31.63;28.37
&nbspDiv. Yield;0,00%;0,00%
&nbspDiv. Payout;33%;-200%
&nbspBeta;-0.10;0.17
&nbspValorização;87%;27%
&nbspNegócios/dia;1756;3885
&nbspVolume diário;10;25
