Unnamed: 0;2020;2021
&nbspLPA;0.09;0.09
&nbspP/L;134.45;130.65
&nbspVPA;3.45;3.49
&nbspP/VP;3.67;3.31
&nbspP/EBIT;86.69;91.06
&nbspP/EBITDA;0.00;0.00
&nbspP/Ativos;2.71;2.48
&nbspEbitda;0;0
&nbspMarg. Ebitda;0%;0%
&nbspPSR;10.46;9.52
&nbspROE;3%;3%
&nbspROA;2%;2%
&nbspROIC;7%;6%
&nbspEV/EBIT;65.78;73.32
&nbspEV/EBITDA;0.00;0.00
&nbspDiv. Yield;0,40%;0,61%
&nbspDiv. Payout;0%;0%
&nbspBeta;0.28;0.54
&nbspValorização;4%;-9%
&nbspNegócios/dia;2242;2499
&nbspVolume diário;30;12
