Unnamed: 0;2021
&nbspLPA;-0.66
&nbspP/L;-26.90
&nbspVPA;5.53
&nbspP/VP;3.23
&nbspP/EBIT;-23.50
&nbspP/EBITDA;-114.98
&nbspP/Ativos;1.49
&nbspEbitda;-21
&nbspMarg. Ebitda;-10%
&nbspPSR;11.00
&nbspROE;-12%
&nbspROA;-6%
&nbspROIC;-12%
&nbspEV/EBIT;-24.49
&nbspEV/EBITDA;-119.84
&nbspDiv. Yield;0,00%
&nbspDiv. Payout;0%
&nbspBeta;0.67
&nbspValorização;0%
&nbspNegócios/dia;1023
&nbspVolume diário;6
