Unnamed: 0;2020;2021
&nbspLPA;0.15;0.16
&nbspP/L;66.63;61.11
&nbspVPA;1.26;1.29
&nbspP/VP;7.93;7.54
&nbspP/EBIT;37.19;32.84
&nbspP/EBITDA;34.11;29.46
&nbspP/Ativos;3.23;2.68
&nbspEbitda;225;253
&nbspMarg. Ebitda;10%;10%
&nbspPSR;3.47;2.87
&nbspROE;12%;12%
&nbspROA;5%;4%
&nbspROIC;14%;13%
&nbspEV/EBIT;39.83;36.44
&nbspEV/EBITDA;36.53;32.69
&nbspDiv. Yield;0,00%;0,00%
&nbspDiv. Payout;92%;69%
&nbspBeta;0.55;0.66
&nbspValorização;82%;-8%
&nbspNegócios/dia;6545;10637
&nbspVolume diário;24;54
