Unnamed: 0;2020;2021
&nbspLPA;0.46;0.64
&nbspP/L;57.38;71.24
&nbspVPA;10.85;11.44
&nbspP/VP;2.44;3.97
&nbspP/EBIT;22.95;34.20
&nbspP/EBITDA;15.10;21.11
&nbspP/Ativos;1.81;2.64
&nbspEbitda;198;243
&nbspMarg. Ebitda;28%;30%
&nbspPSR;4.26;6.25
&nbspROE;4%;6%
&nbspROA;3%;4%
&nbspROIC;13%;11%
&nbspEV/EBIT;31.47;31.12
&nbspEV/EBITDA;20.71;19.21
&nbspDiv. Yield;0,00%;0,20%
&nbspDiv. Payout;0%;0%
&nbspBeta;0.53;0.39
&nbspValorização;-10%;70%
&nbspNegócios/dia;1972;1807
&nbspVolume diário;17;12
