Ano;LPA;P_L;VPA;P_VP;P_EBIT;P_EBITDA;P_Ativos;Ebitda;Marg_Ebitda;PSR;ROE;ROA;ROIC;EV_EBIT;EV_EBITDA;Div_Yield;Div_Payout;Beta;Valorizacao;Negocios_dia;Volume_diario;Ticker
1999;3.45;6.05;22.89;0.91;3.86;0.0;0.58;0.0;0.0;0.71;0.15;0.1;0.16;75.42;0.0;0.0;0.0;0.0;0.04;33;1;UGPA3
2000;4.3;4.3;24.68;0.75;3.74;0.0;0.49;0.0;0.0;0.52;0.17;0.11;0.14;82.44;0.0;0.0438;0.0;0.34;-0.1;17;0;UGPA3
2001;4.3;4.35;23.38;0.8;3.17;0.0;0.51;0.0;0.0;0.43;0.18;0.12;0.17;68.98;0.0;0.1866;0.0;0.39;0.23;10;0;UGPA3
2002;3.98;6.26;17.54;1.42;4.78;0.0;0.82;0.0;0.0;0.58;0.23;0.13;0.18;59.94;0.0;0.030899999999999997;0.0;0.25;0.43;11;1;UGPA3
2003;3.6;10.35;19.92;1.87;6.42;0.0;1.1;0.0;0.0;0.65;0.18;0.11;0.18;53.85;0.0;0.0292;0.0;0.17;0.59;26;1;UGPA3
2004;6.09;8.38;23.42;2.18;5.51;0.0;1.37;0.0;0.0;0.74;0.26;0.16;0.26;33.79;0.0;0.0369;0.0;0.38;0.45;46;3;UGPA3
2005;3.73;8.7;22.42;1.45;7.37;4.83;0.73;546.0;0.12;0.56;0.17;0.08;0.1;63.15;41.42;0.0492;0.43;0.3;-0.26;90;3;UGPA3
2006;3.55;13.81;24.22;2.02;12.66;7.97;1.03;499.0;0.1;0.83;0.15;0.07;0.08;72.2;45.46;0.0433;0.51;0.34;0.63;83;2;UGPA3
2007;3.62;17.42;57.41;1.1;10.26;6.39;0.55;796.0;0.04;0.26;0.06;0.03;0.06;49.1;30.59;0.0141;0.22;0.45;0.29;166;7;UGPA3
2008;3.02;16.8;35.01;1.45;9.4;6.19;0.7;1100.0;0.04;0.24;0.09;0.04;0.08;34.32;22.59;0.0525;0.98;0.69;-0.15;656;20;UGPA3
2009;3.52;22.78;36.31;2.21;11.46;7.8;0.97;1375.0;0.04;0.3;0.1;0.04;0.09;27.26;18.56;0.0222;0.51;0.55;0.57;1048;21;UGPA3
2010;5.71;18.4;38.63;2.72;11.3;7.93;1.08;1776.0;0.04;0.33;0.15;0.06;0.14;18.76;13.16;0.0239;0.44;0.44;0.33;1101;25;UGPA3
2011;1.6;20.03;10.4;3.08;11.81;8.45;1.25;2032.0;0.04;0.35;0.15;0.06;0.15;16.54;11.82;0.0294;0.59;0.6;0.23;2565;25;UGPA3
2012;1.9;24.37;11.21;4.13;14.53;10.32;1.62;2405.0;0.04;0.46;0.17;0.07;0.16;14.28;10.14;0.022000000000000002;0.54;0.45;0.46;3326;35;UGPA3
2013;2.29;24.38;12.2;4.58;14.02;10.29;1.83;2918.0;0.05;0.49;0.19;0.08;0.18;11.55;8.47;0.0236;0.58;0.36;0.25;4314;52;UGPA3
2014;2.28;22.55;14.07;3.66;12.44;8.95;1.45;3158.0;0.05;0.42;0.16;0.06;0.16;11.13;8.01;0.0276;0.62;0.8;-0.03;6403;68;UGPA3
2015;2.79;21.67;14.68;4.12;11.12;8.3;1.57;3953.0;0.05;0.43;0.19;0.07;0.18;9.0;6.72;0.025;0.55;0.69;0.22;6643;101;UGPA3
2016;2.83;24.23;15.38;4.45;12.23;9.03;1.58;4217.0;0.05;0.49;0.18;0.07;0.19;8.64;6.38;0.023399999999999997;0.56;0.53;0.22;6742;92;UGPA3
2017;2.83;26.5;17.47;4.29;14.45;10.27;1.47;4064.0;0.05;0.52;0.16;0.06;0.15;9.86;7.01;0.0229;0.6;0.56;0.13;6289;93;UGPA3
2018;2.04;26.13;17.61;3.02;15.71;10.98;0.97;2697.0;0.03;0.33;0.12;0.04;0.09;15.71;10.97;0.0274;0.71;1.01;-0.29;9389;99;UGPA3
2019;0.36;70.18;8.84;2.88;22.01;13.29;0.91;2133.0;0.02;0.32;0.04;0.01;0.06;24.81;14.98;0.0353;1.48;1.05;-0.04;14058;128;UGPA3
2020;0.83;28.49;8.89;2.67;14.96;9.72;0.73;2723.0;0.03;0.33;0.09;0.03;0.07;18.48;12.01;0.0101;0.31;1.37;-0.06;22869;154;UGPA3
2021;0.81;23.01;8.93;2.07;11.06;7.26;0.55;2845.0;0.03;0.25;0.09;0.02;0.07;18.37;12.06;0.023700000000000002;0.56;1.31;-0.21;17648;132;UGPA3
2020;0.23;294.14;7.05;9.68;82.78;54.7;2.97;2479.0;0.18;9.67;0.03;0.01;0.06;87.66;57.93;0.0;0.07;1.44;0.18;12991;288;RDOR3
2021;0.38;184.09;7.21;9.64;65.91;43.03;2.96;3205.0;0.21;8.92;0.05;0.02;0.07;70.8;46.22;0.004;0.52;0.54;0.06;8654;157;RDOR3
2007;-0.4;-60.19;10.43;2.3;85.27;0.0;1.47;0.0;0.0;19.77;-0.04;-0.02;0.02;210.21;0.0;0.0;0.0;0.87;0.52;311;11;BRML3
2008;-0.15;-59.73;10.43;0.87;10.86;6.62;0.46;234.0;0.73;4.81;-0.01;-0.01;0.04;74.95;45.71;0.0;0.0;1.05;-0.61;166;4;BRML3
2009;5.46;3.94;25.27;0.85;2.78;2.76;0.51;1560.0;3.98;11.0;0.22;0.13;0.18;6.92;6.86;0.0;0.0;0.58;1.24;603;10;BRML3
2010;1.57;10.88;14.35;1.19;7.12;7.04;0.65;980.0;1.8;12.63;0.11;0.06;0.09;10.92;10.78;0.013999999999999999;0.08;0.65;0.6;1832;27;BRML3
2011;1.77;10.24;16.22;1.12;5.6;5.59;0.57;1447.0;1.68;9.4;0.11;0.06;0.11;8.25;8.24;0.009399999999999999;0.0;0.75;0.09;5045;37;BRML3
2012;4.27;6.32;19.55;1.38;3.57;3.56;0.68;3422.0;3.05;10.85;0.22;0.11;0.2;3.8;3.79;0.005600000000000001;0.04;0.64;0.43;7624;54;BRML3
2013;1.66;10.27;20.76;0.82;4.29;4.27;0.41;1822.0;1.46;6.23;0.08;0.04;0.1;7.47;7.43;0.0276;0.28;0.75;-0.37;10122;80;BRML3
2014;1.3;12.6;21.35;0.77;4.43;4.4;0.38;1717.0;1.3;5.7;0.06;0.03;0.09;8.03;7.98;0.027999999999999997;0.36;1.19;-0.01;8672;49;BRML3
2015;0.15;75.52;21.4;0.52;3.58;3.55;0.25;1446.0;1.06;3.77;0.01;0.0;0.07;9.64;9.58;0.0414;3.1;1.13;-0.27;9381;45;BRML3
2016;0.35;33.68;16.53;0.72;30.7;28.49;0.38;256.0;0.2;5.68;0.02;0.01;0.01;57.24;53.11;0.0;0.0;0.94;0.1;12059;65;BRML3
2017;-1.0;-12.67;12.03;1.06;-12.12;-12.33;0.62;-900.0;-0.71;8.76;-0.08;-0.05;-0.06;-11.89;-12.09;0.0055000000000000005;-0.05;1.22;0.22;13594;71;BRML3
2018;1.27;10.32;12.53;1.04;6.94;6.87;0.63;1659.0;1.39;9.53;0.1;0.06;0.1;6.77;6.69;0.0069;0.06;0.98;0.06;14735;68;BRML3
2019;1.58;11.4;13.28;1.36;8.01;7.92;0.84;1989.0;1.58;12.54;0.12;0.07;0.11;5.69;5.63;0.0493;0.6;0.84;0.43;19008;106;BRML3
2020;-0.38;-25.88;12.88;0.77;-31.78;-36.16;0.45;-239.0;-0.26;9.45;-0.03;-0.02;-0.02;-43.0;-48.94;0.0;-0.01;1.17;-0.46;35390;174;BRML3
2021;-0.46;-22.04;12.94;0.78;-25.25;-25.22;0.45;-350.0;-0.41;10.25;-0.04;-0.02;-0.02;-32.64;-32.6;0.0;-0.01;1.25;0.06;29943;168;BRML3
2009;0.25;65.65;5.18;3.13;43.64;24.53;1.71;302.0;0.21;5.16;0.05;0.03;0.04;101.88;57.27;0.0;0.39;1.08;0.34;2116;19;DTEX3
2010;1.02;17.43;7.54;2.37;11.41;7.51;1.32;1088.0;0.4;2.98;0.14;0.08;0.13;23.59;15.53;0.0;0.24;0.85;0.05;2320;21;DTEX3
2011;0.69;12.97;6.74;1.32;8.47;4.86;0.72;1007.0;0.34;1.65;0.1;0.06;0.1;29.64;16.99;0.0;0.42;1.09;-0.39;2926;17;DTEX3
2012;0.84;17.69;7.32;2.03;11.77;6.84;1.05;1193.0;0.35;2.4;0.11;0.06;0.11;24.94;14.49;0.0;0.26;0.77;0.62;4059;18;DTEX3
2013;0.86;15.27;7.23;1.82;9.93;5.57;0.97;1425.0;0.37;2.05;0.12;0.06;0.11;21.73;12.19;0.0;0.37;0.68;-0.03;5017;26;DTEX3
2014;0.6;13.48;6.95;1.16;8.57;4.34;0.61;1228.0;0.31;1.34;0.09;0.04;0.08;28.4;14.37;0.0;0.53;0.83;-0.3;5882;19;DTEX3
2015;0.29;20.38;6.96;0.85;12.0;4.29;0.43;911.0;0.23;0.99;0.04;0.02;0.04;54.68;19.56;0.0458;0.7;0.83;-0.2;5075;11;DTEX3
2016;0.04;180.93;6.61;1.03;14.84;5.22;0.5;901.0;0.23;1.2;0.01;0.0;0.04;56.63;19.92;0.0;4.04;0.93;0.2;4837;13;DTEX3
2017;0.27;34.4;6.82;1.35;15.12;6.45;0.67;987.0;0.25;1.6;0.04;0.02;0.05;42.78;18.25;0.0109;0.03;1.13;0.4;5409;18;DTEX3
2018;0.63;18.86;6.7;1.77;11.15;5.29;0.85;1546.0;0.31;1.65;0.09;0.05;0.09;23.99;11.39;0.0676;0.14;1.06;0.35;4629;19;DTEX3
2019;0.59;28.42;7.13;2.35;18.07;8.51;1.08;1359.0;0.27;2.31;0.08;0.04;0.07;27.53;12.96;0.0;1.34;0.82;0.38;4937;23;DTEX3
2020;0.66;29.04;7.5;2.55;19.67;11.46;1.15;1156.0;0.2;2.25;0.09;0.04;0.08;25.84;15.05;0.0355;0.56;1.18;0.12;11390;53;DTEX3
2021;0.83;27.95;7.26;3.2;19.26;11.89;1.43;1354.0;0.21;2.48;0.11;0.05;0.09;21.46;13.25;0.013300000000000001;0.9;0.61;0.23;10858;55;DTEX3
2010;-30.74;-51.72;575.88;2.76;-38.45;-38.74;2.73;-190.0;-0.01264;489.61;-0.05;-0.05;-0.73;-4.85;-4.88;0.0;0.0;0.95;0.36;167;53;PRIO3
2011;-51.91;-10.94;661.03;0.86;-6.56;-6.8;0.62;-489.0;-0.05438;369.58;-0.08;-0.06;-0.13;-3.67;-3.8;0.0;0.0;1.21;-0.65;274;61;PRIO3
2012;-0.94;-5.03;12.39;0.38;-3.46;-3.79;0.33;-369.0;-0.06143;232.88;-0.08;-0.07;-0.12;-6.06;-6.64;0.0;0.0;0.92;-0.59;3024;28;PRIO3
2013;-7.52;-0.12;4.89;0.19;-0.1;-0.1;0.15;-2580.0;-0.64497;67.67;-1.54;-1.24;-1.98;-1.15;-1.16;0.0;0.0;0.74;-0.82;3744;12;PRIO3
2014;-33.75;-0.14;20.88;0.22;-0.13;-0.15;0.13;-892.0;-1.83;0.28;-1.62;-0.95;-1.94;-2.8;-3.35;0.0;0.0;0.46;-0.45;2895;7;PRIO3
2015;1.65;1.48;13.86;0.18;1.92;1.08;0.14;150.0;0.59;0.64;0.12;0.09;0.13;34.37;19.24;0.0;0.0;1.32;-0.43;506;1;PRIO3
2016;18.27;1.19;63.23;0.34;1.11;0.87;0.27;329.0;0.83;0.72;0.29;0.22;0.56;10.9;8.56;0.0;0.0;1.13;0.91;70;0;PRIO3
2017;3.79;21.58;66.94;1.22;25.69;6.5;0.85;166.0;0.31;2.02;0.06;0.04;0.07;68.47;17.33;0.0;0.0;0.63;2.49;210;2;PRIO3
2018;15.45;6.42;75.43;1.32;7.74;5.35;0.86;247.0;0.29;1.56;0.2;0.13;0.26;16.57;11.46;0.0;0.0;0.62;0.16;556;8;PRIO3
2019;4.45;7.43;13.12;2.52;5.12;3.34;0.86;1416.0;0.86;2.88;0.34;0.12;0.2;5.26;3.44;0.0;0.0;0.61;2.19;3359;22;PRIO3
2020;3.14;22.37;21.78;3.22;10.77;5.68;1.5;1787.0;0.94;5.33;0.14;0.07;0.16;5.36;2.83;0.0;0.0;1.75;0.96;15208;164;PRIO3
2021;0.47;40.03;7.37;2.57;12.09;6.86;1.47;2002.0;0.86;5.88;0.06;0.04;0.19;2.47;1.4;0.0;0.0;1.07;0.27;25693;442;PRIO3
2019;3.12;28.49;50.41;1.76;12.23;6.79;0.41;3507.0;0.06;0.42;0.06;0.01;0.06;8.55;4.75;0.0091;0.32;-0.22;-0.01;0;0;PCAR3
2020;8.67;8.66;62.63;1.2;7.66;3.88;0.38;5185.0;0.1;0.39;0.14;0.04;0.08;4.13;2.09;0.0077;0.15;0.47;-0.15;7717;105;PCAR3
2021;9.55;4.05;64.04;0.6;3.93;2.02;0.21;5142.0;0.12;0.24;0.15;0.05;0.07;5.79;2.97;0.056299999999999996;0.14;0.57;-0.45;17739;214;PCAR3
2009;0.55;47.22;3.27;7.91;47.22;27.09;2.56;61.0;0.17;4.48;0.17;0.05;0.07;33.06;18.96;0.0054;0.03;0.06;0.54;12;0;SHUL4
2010;0.77;11.79;3.82;2.37;6.96;5.44;0.83;106.0;0.18;0.97;0.2;0.07;0.14;14.05;10.99;0.0751;0.16;0.08;0.72;8;0;SHUL4
2011;0.8;12.51;4.42;2.26;7.09;5.53;0.77;115.0;0.16;0.91;0.18;0.06;0.13;13.86;10.8;0.019;0.29;0.06;0.13;12;0;SHUL4
2012;0.75;10.69;4.94;1.63;5.97;4.52;0.6;114.0;0.18;0.79;0.15;0.06;0.12;14.21;10.76;0.026099999999999998;0.25;0.16;-0.08;14;0;SHUL4
2013;0.99;10.48;5.61;1.84;5.28;4.19;0.69;158.0;0.19;0.81;0.18;0.07;0.16;9.69;7.68;0.0116;0.29;0.17;0.38;21;0;SHUL4
2014;0.88;5.97;6.24;0.84;3.8;2.75;0.33;122.0;0.17;0.46;0.14;0.06;0.12;13.1;9.47;0.0668;0.36;0.24;-0.45;15;0;SHUL4
2015;0.78;4.95;6.85;0.57;3.26;2.22;0.25;112.0;0.17;0.38;0.11;0.05;0.1;14.53;9.89;0.067;0.28;0.34;-0.17;34;0;SHUL4
2016;0.5;8.44;7.15;0.59;6.92;3.66;0.29;74.0;0.13;0.47;0.07;0.03;0.06;26.46;13.98;0.030699999999999998;0.22;0.66;0.14;118;0;SHUL4
2017;0.66;10.47;7.63;0.9;7.45;4.82;0.41;91.0;0.13;0.64;0.09;0.04;0.08;17.81;11.51;0.0232;0.19;0.57;0.66;217;1;SHUL4
2018;0.81;8.67;6.04;1.16;7.02;5.12;0.48;122.0;0.13;0.66;0.13;0.06;0.1;12.98;9.46;0.0443;0.24;0.66;0.46;123;0;SHUL4
2019;1.1;9.24;6.94;1.46;9.33;6.57;0.65;138.0;0.13;0.85;0.16;0.07;0.09;11.94;8.41;0.0;0.21;0.49;0.42;329;1;SHUL4
2020;1.6;8.43;8.31;1.63;8.32;6.46;0.68;187.0;0.18;1.15;0.19;0.08;0.12;8.16;6.34;0.0;0.08;0.75;0.31;929;3;SHUL4
2021;0.87;11.84;4.32;2.38;10.99;8.37;0.96;219.0;0.18;1.55;0.2;0.08;0.13;7.44;5.66;0.0088;0.15;0.42;0.55;1319;5;SHUL4
2008;0.61;16.91;9.06;1.13;5.75;4.72;0.51;125.0;0.79;3.72;0.07;0.03;0.1;28.67;23.55;0.0263;0.46;0.74;-0.35;27;1;SCAR3
2009;2.32;6.7;10.43;1.49;4.63;4.15;0.73;216.0;0.39;1.63;0.22;0.11;0.24;13.45;12.06;0.053399999999999996;0.36;0.24;0.57;11;1;SCAR3
2010;1.61;14.43;11.57;2.01;8.14;7.22;0.84;186.0;0.77;5.52;0.14;0.06;0.13;18.08;16.04;0.0323;0.46;0.32;0.47;9;1;SCAR3
2011;1.68;14.4;12.73;1.9;7.89;6.92;0.8;202.0;0.59;4.06;0.13;0.06;0.12;17.41;15.25;0.0;0.0;0.26;0.08;10;0;SCAR3
2012;3.85;11.7;15.52;2.9;7.18;6.68;1.25;389.0;0.7;4.69;0.25;0.11;0.21;8.74;8.13;0.0227;0.26;0.22;0.91;38;1;SCAR3
2013;4.35;8.51;18.72;1.98;5.24;4.93;0.94;433.0;0.67;3.32;0.23;0.11;0.23;7.54;7.1;0.0276;0.23;0.4;-0.16;89;2;SCAR3
2014;2.13;15.34;19.85;1.65;8.24;7.45;0.78;254.0;0.83;6.19;0.11;0.05;0.11;14.49;13.09;0.026000000000000002;0.38;0.28;-0.1;79;1;SCAR3
2015;2.86;8.05;21.84;1.05;3.89;3.49;0.43;381.0;0.8;2.78;0.13;0.05;0.12;11.47;10.27;0.033;0.25;0.31;-0.28;37;1;SCAR3
2016;1.35;18.73;22.97;1.1;4.89;4.27;0.48;342.0;0.76;3.25;0.06;0.03;0.11;12.92;11.29;0.0079;0.14;0.48;0.16;84;1;SCAR3
2017;2.13;20.18;24.35;1.77;8.27;7.28;0.83;341.0;0.62;4.5;0.09;0.04;0.11;12.05;10.59;0.0265;0.33;0.56;0.74;65;1;SCAR3
2018;0.33;98.7;24.3;1.34;12.34;9.78;0.69;192.0;0.52;5.08;0.01;0.01;0.06;22.59;17.9;0.0;1.26;0.15;-0.24;36;0;SCAR3
2019;1.52;30.87;25.62;1.84;12.87;10.67;0.92;255.0;0.68;7.3;0.06;0.03;0.08;17.04;14.11;0.0079;0.0;0.39;0.38;39;1;SCAR3
2020;1.58;28.13;26.95;1.64;11.63;9.57;0.83;267.0;0.79;7.55;0.06;0.03;0.08;15.75;12.96;0.0014000000000000002;0.03;0.83;-0.06;66;1;SCAR3
2021;1.71;25.08;27.16;1.58;10.99;9.09;0.83;273.0;0.78;7.11;0.06;0.03;0.08;15.47;12.8;0.0086;0.03;0.3;0.0;54;0;SCAR3
2011;0.26;8.06;1.07;1.95;8.06;0.0;0.41;0.0;0.0;0.3;0.24;0.05;0.06;19.3;0.0;0.0;0.0;0.63;-0.3;14;0;AZEV4
2012;0.33;5.94;1.19;1.67;4.46;3.71;0.37;14.0;0.07;0.25;0.28;0.06;0.1;10.93;9.1;0.0;0.0;-0.08;-0.15;4;0;AZEV4
2013;0.3;5.33;1.48;1.07;4.27;4.11;0.28;10.0;0.04;0.15;0.2;0.05;0.08;13.21;12.72;0.0;0.0;-0.52;-0.21;3;0;AZEV4
2014;0.33;5.52;1.67;1.1;3.1;3.0;0.32;17.0;0.05;0.15;0.2;0.06;0.13;7.63;7.37;0.027200000000000002;0.11;0.96;0.16;4;0;AZEV4
2015;0.07;18.22;1.67;0.81;3.64;3.54;0.22;10.0;0.04;0.13;0.04;0.01;0.07;13.41;13.01;0.0741;0.0;-1.07;-0.26;3;0;AZEV4
2016;-1.44;-0.71;0.19;5.51;-0.59;-0.59;0.17;-47.0;-0.38;0.23;-7.8;-0.25;-0.34;-3.34;-3.37;0.0;-0.03;0.05;-0.24;11;0;AZEV4
2017;-3.15;-0.34;-2.89;-0.37;-0.38;-0.39;0.22;-74.0;-1.18;0.45;1.09;-0.64;-0.73;-2.17;-2.2;0.0;0.0;0.61;0.01;7;0;AZEV4
2018;-24.26;-0.04;-39.07;-0.02;-0.06;-0.06;0.09;-83.0;-1.69;0.11;0.62;-2.22;-2.77;-1.88;-1.89;0.0;0.0;-1.32;-0.05;82;0;AZEV4
2019;-6.3;-0.71;-45.56;-0.1;-1.14;-0.92;0.44;-26.0;-0.026000000000000002;24.03;0.14;-0.62;-0.81;-7.72;-6.23;0.0;0.0;0.52;-0.1;196;0;AZEV4
2020;-6.48;-0.52;-44.44;-0.08;-0.95;-0.98;0.29;-18.0;-0.74;0.73;0.15;-0.56;-0.48;-7.69;-7.92;0.0;0.0;0.73;-0.24;195;0;AZEV4
2021;26.3;0.23;-11.85;-0.51;0.21;0.21;0.72;158.0;6.09;1.25;-2.22;3.16;3.92;0.8;0.79;0.0;0.0;0.57;0.72;913;3;AZEV4
2011;0.26;38.61;1.07;9.32;38.61;0.0;1.97;0.0;0.0;1.45;0.24;0.05;0.06;19.3;0.0;0.0;0.0;0.0;0.0;1;0;AZEV3
2013;0.3;8.4;1.48;1.68;6.72;6.47;0.44;10.0;0.04;0.23;0.2;0.05;0.08;13.21;12.72;0.0;0.0;-3.58;-0.08;4;0;AZEV3
2014;0.33;7.74;1.67;1.55;4.35;4.2;0.45;17.0;0.05;0.21;0.2;0.06;0.13;7.63;7.37;0.0194;0.11;2.95;0.32;2;0;AZEV3
2015;0.07;20.25;1.67;0.9;4.05;3.93;0.24;10.0;0.04;0.14;0.04;0.01;0.07;13.41;13.01;0.026699999999999998;0.0;6.25;-0.4;1;0;AZEV3
2016;-1.44;-1.73;0.19;13.5;-1.44;-1.45;0.42;-47.0;-0.38;0.55;-7.8;-0.25;-0.34;-3.34;-3.37;0.0;-0.03;-0.27;0.67;2;0;AZEV3
2017;-3.15;-0.79;-2.89;-0.86;-0.89;-0.9;0.5;-74.0;-1.18;1.06;1.09;-0.64;-0.73;-2.17;-2.2;0.0;0.0;-0.16;-0.01;1;0;AZEV3
2018;-24.26;-0.37;-39.07;-0.23;-0.59;-0.59;0.82;-83.0;-1.69;0.99;0.62;-2.22;-2.77;-1.88;-1.89;0.0;0.0;-4.9;2.63;19;0;AZEV3
2019;-6.3;-1.07;-45.56;-0.15;-1.73;-1.4;0.66;-26.0;-0.026000000000000002;36.29;0.14;-0.62;-0.81;-7.72;-6.23;0.0;0.0;-0.38;-0.7;31;0;AZEV3
2020;-6.48;-0.89;-44.44;-0.13;-1.65;-1.7;0.5;-18.0;-0.74;1.25;0.15;-0.56;-0.48;-7.69;-7.92;0.0;0.0;0.52;-0.17;91;0;AZEV3
2021;26.3;0.27;-11.85;-0.59;0.24;0.24;0.84;158.0;6.09;1.46;-2.22;3.16;3.92;0.8;0.79;0.0;0.0;0.72;0.25;375;1;AZEV3
2008;-0.08;-21.44;-1.06;-1.65;3.57;2.94;0.38;22.0;0.1;0.3;0.08;-0.02;0.11;19.41;15.97;0.0;0.0;0.48;-0.63;7;0;CAMB3
2009;1.92;3.12;0.6;10.08;2.55;2.64;1.36;84.0;0.38;1.0;3.23;0.44;0.56;3.58;3.71;0.0;0.0;1.1;2.49;49;0;CAMB3
2010;0.27;14.04;0.92;4.13;6.38;6.38;0.79;22.0;0.09;0.57;0.29;0.06;0.13;14.42;14.41;0.0;0.0;0.66;1.44;29;0;CAMB3
2011;0.19;14.52;1.08;2.54;4.84;4.48;0.44;23.0;0.08;0.37;0.18;0.03;0.1;17.06;15.79;0.0;0.0;0.51;-0.28;7;0;CAMB3
2012;-0.3;-6.85;0.78;2.6;9.42;4.36;0.29;17.0;0.06;0.28;-0.38;-0.04;0.04;48.29;22.34;0.0;0.0;0.0;-0.24;5;0;CAMB3
2013;0.05;40.29;0.44;4.74;2.78;1.39;0.3;58.0;0.2;0.28;0.12;0.01;0.13;13.53;6.78;0.0;0.0;0.17;0.07;4;0;CAMB3
2014;0.39;3.86;0.78;1.93;1.26;0.84;0.21;69.0;0.24;0.2;0.5;0.06;0.21;8.4;5.63;0.0;0.0;0.02;-0.29;7;0;CAMB3
2015;-0.7;-1.4;0.0;0.0;1.08;0.38;0.14;101.0;0.35;0.13;0.0;-0.1;0.16;11.32;3.94;0.0;0.0;0.06;-0.28;7;0;CAMB3
2016;-0.83;-6.02;-0.93;-5.35;16.06;9.2;0.86;21.0;0.08;0.7;0.89;-0.14;0.06;31.53;18.05;0.0;0.0;2.87;-0.4;11;0;CAMB3
2017;1.19;7.21;0.16;55.26;15.79;11.51;1.5;29.0;0.11;1.28;7.67;0.21;0.11;16.44;11.99;0.0;0.0;0.03;0.83;5;0;CAMB3
2018;0.44;63.27;0.62;44.81;37.09;23.95;5.03;45.0;0.18;4.35;0.71;0.08;0.16;10.53;6.8;0.0;0.0;0.28;2.1;4;0;CAMB3
2019;0.5;13.69;1.74;3.94;7.37;6.75;1.18;43.0;0.19;1.31;0.29;0.09;0.17;8.26;7.56;0.0;0.0;0.74;1.36;74;0;CAMB3
2020;0.52;10.85;2.3;2.46;14.92;9.04;0.85;26.0;0.17;1.53;0.23;0.08;0.06;19.83;12.02;0.0;0.0;0.3;-0.18;342;1;CAMB3
2021;0.38;15.97;2.33;2.61;21.3;11.76;0.93;22.0;0.15;1.76;0.16;0.06;0.05;26.22;14.48;0.0;0.0;0.45;0.07;287;1;CAMB3
2017;0.86;17.64;6.63;2.3;9.73;7.98;0.89;3785.0;0.08;0.6;0.13;0.05;0.16;13.08;10.73;0.0;0.12;0.7;0.02;6642;63;CRFB3
2018;0.94;19.26;7.08;2.55;11.51;9.22;0.98;3891.0;0.07;0.66;0.13;0.05;0.15;12.81;10.26;0.019299999999999998;0.4;0.56;0.19;6378;42;CRFB3
2019;0.67;34.9;7.41;3.15;16.66;12.03;1.03;3852.0;0.06;0.77;0.09;0.03;0.1;15.04;10.86;0.0021;0.49;0.79;0.23;8423;58;CRFB3
2020;1.43;13.53;8.59;2.26;8.55;6.88;0.74;5596.0;0.08;0.54;0.17;0.05;0.14;9.56;7.69;0.0129;0.2;0.49;-0.18;16764;114;CRFB3
2021;1.7;12.45;9.07;2.33;8.44;6.9;0.83;6086.0;0.08;0.57;0.19;0.07;0.12;10.25;8.37;0.0336;0.17;0.64;0.13;14734;95;CRFB3
2009;0.66;9.54;5.66;1.11;6.52;6.47;0.48;80.0;0.14;0.92;0.12;0.05;0.09;27.85;27.61;0.0;0.0;0.46;1.32;39;1;TRIS3
2010;0.49;14.42;6.21;1.14;6.48;6.29;0.32;92.0;0.12;0.73;0.08;0.02;0.06;29.64;28.78;0.0199;0.25;0.65;0.22;31;0;TRIS3
2011;-0.44;-6.48;5.72;0.5;10.14;9.35;0.14;25.0;0.03;0.3;-0.08;-0.02;0.02;117.18;108.12;0.038599999999999995;-0.25;0.76;-0.59;138;0;TRIS3
2012;0.35;8.15;5.97;0.48;4.15;4.0;0.16;59.0;0.09;0.38;0.06;0.02;0.04;44.67;43.1;0.0;0.0;0.53;0.09;46;0;TRIS3
2013;0.76;5.15;7.31;0.53;4.2;4.15;0.26;77.0;0.15;0.61;0.1;0.05;0.07;29.78;29.46;0.0128;0.0;0.45;0.32;48;0;TRIS3
2014;0.49;6.09;6.97;0.43;5.19;5.05;0.22;48.0;0.13;0.66;0.07;0.04;0.05;45.9;44.69;0.0403;0.0;0.27;-0.22;21;0;TRIS3
2015;0.34;8.16;7.21;0.39;5.58;5.44;0.22;39.0;0.1;0.56;0.05;0.03;0.04;56.79;55.38;0.0929;0.0;0.08;-0.05;15;0;TRIS3
2016;0.07;42.37;7.16;0.41;15.13;14.85;0.24;14.0;0.05;0.7;0.01;0.01;0.02;146.79;144.0;0.0414;0.0;0.67;0.17;9;0;TRIS3
2017;0.51;8.08;7.49;0.55;5.53;5.51;0.32;54.0;0.12;0.68;0.07;0.04;0.07;37.32;37.13;0.0342;0.0;0.6;0.67;64;1;TRIS3
2018;0.54;7.58;4.11;1.0;6.44;6.4;0.55;94.0;0.17;1.1;0.13;0.07;0.1;22.13;21.98;0.039;0.0;0.61;1.01;302;1;TRIS3
2019;0.81;18.78;5.86;2.61;16.7;16.64;1.59;172.0;0.22;3.58;0.14;0.08;0.13;9.93;9.9;0.0046;0.0;0.74;2.61;1846;8;TRIS3
2020;0.99;12.42;6.49;1.89;11.49;10.64;1.05;215.0;0.24;2.6;0.15;0.08;0.12;9.77;9.05;0.018000000000000002;0.22;1.3;-0.21;6531;23;TRIS3
2021;1.02;9.78;6.7;1.49;8.89;8.23;0.86;226.0;0.25;2.04;0.15;0.09;0.12;9.22;8.53;0.0241;0.21;1.06;-0.14;4318;14;TRIS3
2007;-0.16;-38.71;2.83;2.12;19.01;12.08;0.77;535.0;0.04;0.46;-0.05;-0.02;0.05;226.39;143.83;0.0;-0.1;0.87;-0.14;783;19;JBSS3
